"('HR9', 'HR9')","('HR9', 'HR22')","('HR9', 'HR4')","('HR9', 'HR8')","('HR9', 'HR11')","('HR9', 'HR3')","('HR9', 'HR19')","('HR9', 'HR13')","('HR9', 'HR29')","('HR9', 'HR24')","('HR9', 'HR21')","('HR9', 'HR12')","('HR9', 'HR15')","('HR9', 'HR7')","('HR9', 'HR26')","('HR9', 'HR28')","('HR9', 'HR20')","('HR9', 'HR18')","('HR9', 'HR2')","('HR9', 'HR1')","('HR9', 'HR10')","('HR9', 'HR0')","('HR9', 'HR6')","('HR9', 'HR14')","('HR9', 'HR5')","('HR9', 'HR16')","('HR9', 'HR17')","('HR9', 'HR25')","('HR9', 'HR27')","('HR22', 'HR9')","('HR22', 'HR22')","('HR22', 'HR4')","('HR22', 'HR8')","('HR22', 'HR11')","('HR22', 'HR3')","('HR22', 'HR19')","('HR22', 'HR13')","('HR22', 'HR29')","('HR22', 'HR24')","('HR22', 'HR21')","('HR22', 'HR12')","('HR22', 'HR15')","('HR22', 'HR7')","('HR22', 'HR26')","('HR22', 'HR28')","('HR22', 'HR20')","('HR22', 'HR18')","('HR22', 'HR2')","('HR22', 'HR1')","('HR22', 'HR10')","('HR22', 'HR0')","('HR22', 'HR6')","('HR22', 'HR14')","('HR22', 'HR5')","('HR22', 'HR16')","('HR22', 'HR17')","('HR22', 'HR25')","('HR22', 'HR27')","('HR4', 'HR9')","('HR4', 'HR22')","('HR4', 'HR4')","('HR4', 'HR8')","('HR4', 'HR11')","('HR4', 'HR3')","('HR4', 'HR19')","('HR4', 'HR13')","('HR4', 'HR29')","('HR4', 'HR24')","('HR4', 'HR21')","('HR4', 'HR12')","('HR4', 'HR15')","('HR4', 'HR7')","('HR4', 'HR26')","('HR4', 'HR28')","('HR4', 'HR20')","('HR4', 'HR18')","('HR4', 'HR2')","('HR4', 'HR1')","('HR4', 'HR10')","('HR4', 'HR0')","('HR4', 'HR6')","('HR4', 'HR14')","('HR4', 'HR5')","('HR4', 'HR16')","('HR4', 'HR17')","('HR4', 'HR25')","('HR4', 'HR27')","('HR8', 'HR9')","('HR8', 'HR22')","('HR8', 'HR4')","('HR8', 'HR8')","('HR8', 'HR11')","('HR8', 'HR3')","('HR8', 'HR19')","('HR8', 'HR13')","('HR8', 'HR29')","('HR8', 'HR24')","('HR8', 'HR21')","('HR8', 'HR12')","('HR8', 'HR15')","('HR8', 'HR7')","('HR8', 'HR26')","('HR8', 'HR28')","('HR8', 'HR20')","('HR8', 'HR18')","('HR8', 'HR2')","('HR8', 'HR1')","('HR8', 'HR10')","('HR8', 'HR0')","('HR8', 'HR6')","('HR8', 'HR14')","('HR8', 'HR5')","('HR8', 'HR16')","('HR8', 'HR17')","('HR8', 'HR25')","('HR8', 'HR27')","('HR11', 'HR9')","('HR11', 'HR22')","('HR11', 'HR4')","('HR11', 'HR8')","('HR11', 'HR11')","('HR11', 'HR3')","('HR11', 'HR19')","('HR11', 'HR13')","('HR11', 'HR29')","('HR11', 'HR24')","('HR11', 'HR21')","('HR11', 'HR12')","('HR11', 'HR15')","('HR11', 'HR7')","('HR11', 'HR26')","('HR11', 'HR28')","('HR11', 'HR20')","('HR11', 'HR18')","('HR11', 'HR2')","('HR11', 'HR1')","('HR11', 'HR10')","('HR11', 'HR0')","('HR11', 'HR6')","('HR11', 'HR14')","('HR11', 'HR5')","('HR11', 'HR16')","('HR11', 'HR17')","('HR11', 'HR25')","('HR11', 'HR27')","('HR3', 'HR9')","('HR3', 'HR22')","('HR3', 'HR4')","('HR3', 'HR8')","('HR3', 'HR11')","('HR3', 'HR3')","('HR3', 'HR19')","('HR3', 'HR13')","('HR3', 'HR29')","('HR3', 'HR24')","('HR3', 'HR21')","('HR3', 'HR12')","('HR3', 'HR15')","('HR3', 'HR7')","('HR3', 'HR26')","('HR3', 'HR28')","('HR3', 'HR20')","('HR3', 'HR18')","('HR3', 'HR2')","('HR3', 'HR1')","('HR3', 'HR10')","('HR3', 'HR0')","('HR3', 'HR6')","('HR3', 'HR14')","('HR3', 'HR5')","('HR3', 'HR16')","('HR3', 'HR17')","('HR3', 'HR25')","('HR3', 'HR27')","('HR19', 'HR9')","('HR19', 'HR22')","('HR19', 'HR4')","('HR19', 'HR8')","('HR19', 'HR11')","('HR19', 'HR3')","('HR19', 'HR19')","('HR19', 'HR13')","('HR19', 'HR29')","('HR19', 'HR24')","('HR19', 'HR21')","('HR19', 'HR12')","('HR19', 'HR15')","('HR19', 'HR7')","('HR19', 'HR26')","('HR19', 'HR28')","('HR19', 'HR20')","('HR19', 'HR18')","('HR19', 'HR2')","('HR19', 'HR1')","('HR19', 'HR10')","('HR19', 'HR0')","('HR19', 'HR6')","('HR19', 'HR14')","('HR19', 'HR5')","('HR19', 'HR16')","('HR19', 'HR17')","('HR19', 'HR25')","('HR19', 'HR27')","('HR13', 'HR9')","('HR13', 'HR22')","('HR13', 'HR4')","('HR13', 'HR8')","('HR13', 'HR11')","('HR13', 'HR3')","('HR13', 'HR19')","('HR13', 'HR13')","('HR13', 'HR29')","('HR13', 'HR24')","('HR13', 'HR21')","('HR13', 'HR12')","('HR13', 'HR15')","('HR13', 'HR7')","('HR13', 'HR26')","('HR13', 'HR28')","('HR13', 'HR20')","('HR13', 'HR18')","('HR13', 'HR2')","('HR13', 'HR1')","('HR13', 'HR10')","('HR13', 'HR0')","('HR13', 'HR6')","('HR13', 'HR14')","('HR13', 'HR5')","('HR13', 'HR16')","('HR13', 'HR17')","('HR13', 'HR25')","('HR13', 'HR27')","('HR29', 'HR9')","('HR29', 'HR22')","('HR29', 'HR4')","('HR29', 'HR8')","('HR29', 'HR11')","('HR29', 'HR3')","('HR29', 'HR19')","('HR29', 'HR13')","('HR29', 'HR29')","('HR29', 'HR24')","('HR29', 'HR21')","('HR29', 'HR12')","('HR29', 'HR15')","('HR29', 'HR7')","('HR29', 'HR26')","('HR29', 'HR28')","('HR29', 'HR20')","('HR29', 'HR18')","('HR29', 'HR2')","('HR29', 'HR1')","('HR29', 'HR10')","('HR29', 'HR0')","('HR29', 'HR6')","('HR29', 'HR14')","('HR29', 'HR5')","('HR29', 'HR16')","('HR29', 'HR17')","('HR29', 'HR25')","('HR29', 'HR27')","('HR24', 'HR9')","('HR24', 'HR22')","('HR24', 'HR4')","('HR24', 'HR8')","('HR24', 'HR11')","('HR24', 'HR3')","('HR24', 'HR19')","('HR24', 'HR13')","('HR24', 'HR29')","('HR24', 'HR24')","('HR24', 'HR21')","('HR24', 'HR12')","('HR24', 'HR15')","('HR24', 'HR7')","('HR24', 'HR26')","('HR24', 'HR28')","('HR24', 'HR20')","('HR24', 'HR18')","('HR24', 'HR2')","('HR24', 'HR1')","('HR24', 'HR10')","('HR24', 'HR0')","('HR24', 'HR6')","('HR24', 'HR14')","('HR24', 'HR5')","('HR24', 'HR16')","('HR24', 'HR17')","('HR24', 'HR25')","('HR24', 'HR27')","('HR21', 'HR9')","('HR21', 'HR22')","('HR21', 'HR4')","('HR21', 'HR8')","('HR21', 'HR11')","('HR21', 'HR3')","('HR21', 'HR19')","('HR21', 'HR13')","('HR21', 'HR29')","('HR21', 'HR24')","('HR21', 'HR21')","('HR21', 'HR12')","('HR21', 'HR15')","('HR21', 'HR7')","('HR21', 'HR26')","('HR21', 'HR28')","('HR21', 'HR20')","('HR21', 'HR18')","('HR21', 'HR2')","('HR21', 'HR1')","('HR21', 'HR10')","('HR21', 'HR0')","('HR21', 'HR6')","('HR21', 'HR14')","('HR21', 'HR5')","('HR21', 'HR16')","('HR21', 'HR17')","('HR21', 'HR25')","('HR21', 'HR27')","('HR12', 'HR9')","('HR12', 'HR22')","('HR12', 'HR4')","('HR12', 'HR8')","('HR12', 'HR11')","('HR12', 'HR3')","('HR12', 'HR19')","('HR12', 'HR13')","('HR12', 'HR29')","('HR12', 'HR24')","('HR12', 'HR21')","('HR12', 'HR12')","('HR12', 'HR15')","('HR12', 'HR7')","('HR12', 'HR26')","('HR12', 'HR28')","('HR12', 'HR20')","('HR12', 'HR18')","('HR12', 'HR2')","('HR12', 'HR1')","('HR12', 'HR10')","('HR12', 'HR0')","('HR12', 'HR6')","('HR12', 'HR14')","('HR12', 'HR5')","('HR12', 'HR16')","('HR12', 'HR17')","('HR12', 'HR25')","('HR12', 'HR27')","('HR15', 'HR9')","('HR15', 'HR22')","('HR15', 'HR4')","('HR15', 'HR8')","('HR15', 'HR11')","('HR15', 'HR3')","('HR15', 'HR19')","('HR15', 'HR13')","('HR15', 'HR29')","('HR15', 'HR24')","('HR15', 'HR21')","('HR15', 'HR12')","('HR15', 'HR15')","('HR15', 'HR7')","('HR15', 'HR26')","('HR15', 'HR28')","('HR15', 'HR20')","('HR15', 'HR18')","('HR15', 'HR2')","('HR15', 'HR1')","('HR15', 'HR10')","('HR15', 'HR0')","('HR15', 'HR6')","('HR15', 'HR14')","('HR15', 'HR5')","('HR15', 'HR16')","('HR15', 'HR17')","('HR15', 'HR25')","('HR15', 'HR27')","('HR7', 'HR9')","('HR7', 'HR22')","('HR7', 'HR4')","('HR7', 'HR8')","('HR7', 'HR11')","('HR7', 'HR3')","('HR7', 'HR19')","('HR7', 'HR13')","('HR7', 'HR29')","('HR7', 'HR24')","('HR7', 'HR21')","('HR7', 'HR12')","('HR7', 'HR15')","('HR7', 'HR7')","('HR7', 'HR26')","('HR7', 'HR28')","('HR7', 'HR20')","('HR7', 'HR18')","('HR7', 'HR2')","('HR7', 'HR1')","('HR7', 'HR10')","('HR7', 'HR0')","('HR7', 'HR6')","('HR7', 'HR14')","('HR7', 'HR5')","('HR7', 'HR16')","('HR7', 'HR17')","('HR7', 'HR25')","('HR7', 'HR27')","('HR26', 'HR9')","('HR26', 'HR22')","('HR26', 'HR4')","('HR26', 'HR8')","('HR26', 'HR11')","('HR26', 'HR3')","('HR26', 'HR19')","('HR26', 'HR13')","('HR26', 'HR29')","('HR26', 'HR24')","('HR26', 'HR21')","('HR26', 'HR12')","('HR26', 'HR15')","('HR26', 'HR7')","('HR26', 'HR26')","('HR26', 'HR28')","('HR26', 'HR20')","('HR26', 'HR18')","('HR26', 'HR2')","('HR26', 'HR1')","('HR26', 'HR10')","('HR26', 'HR0')","('HR26', 'HR6')","('HR26', 'HR14')","('HR26', 'HR5')","('HR26', 'HR16')","('HR26', 'HR17')","('HR26', 'HR25')","('HR26', 'HR27')","('HR28', 'HR9')","('HR28', 'HR22')","('HR28', 'HR4')","('HR28', 'HR8')","('HR28', 'HR11')","('HR28', 'HR3')","('HR28', 'HR19')","('HR28', 'HR13')","('HR28', 'HR29')","('HR28', 'HR24')","('HR28', 'HR21')","('HR28', 'HR12')","('HR28', 'HR15')","('HR28', 'HR7')","('HR28', 'HR26')","('HR28', 'HR28')","('HR28', 'HR20')","('HR28', 'HR18')","('HR28', 'HR2')","('HR28', 'HR1')","('HR28', 'HR10')","('HR28', 'HR0')","('HR28', 'HR6')","('HR28', 'HR14')","('HR28', 'HR5')","('HR28', 'HR16')","('HR28', 'HR17')","('HR28', 'HR25')","('HR28', 'HR27')","('HR20', 'HR9')","('HR20', 'HR22')","('HR20', 'HR4')","('HR20', 'HR8')","('HR20', 'HR11')","('HR20', 'HR3')","('HR20', 'HR19')","('HR20', 'HR13')","('HR20', 'HR29')","('HR20', 'HR24')","('HR20', 'HR21')","('HR20', 'HR12')","('HR20', 'HR15')","('HR20', 'HR7')","('HR20', 'HR26')","('HR20', 'HR28')","('HR20', 'HR20')","('HR20', 'HR18')","('HR20', 'HR2')","('HR20', 'HR1')","('HR20', 'HR10')","('HR20', 'HR0')","('HR20', 'HR6')","('HR20', 'HR14')","('HR20', 'HR5')","('HR20', 'HR16')","('HR20', 'HR17')","('HR20', 'HR25')","('HR20', 'HR27')","('HR18', 'HR9')","('HR18', 'HR22')","('HR18', 'HR4')","('HR18', 'HR8')","('HR18', 'HR11')","('HR18', 'HR3')","('HR18', 'HR19')","('HR18', 'HR13')","('HR18', 'HR29')","('HR18', 'HR24')","('HR18', 'HR21')","('HR18', 'HR12')","('HR18', 'HR15')","('HR18', 'HR7')","('HR18', 'HR26')","('HR18', 'HR28')","('HR18', 'HR20')","('HR18', 'HR18')","('HR18', 'HR2')","('HR18', 'HR1')","('HR18', 'HR10')","('HR18', 'HR0')","('HR18', 'HR6')","('HR18', 'HR14')","('HR18', 'HR5')","('HR18', 'HR16')","('HR18', 'HR17')","('HR18', 'HR25')","('HR18', 'HR27')","('HR2', 'HR9')","('HR2', 'HR22')","('HR2', 'HR4')","('HR2', 'HR8')","('HR2', 'HR11')","('HR2', 'HR3')","('HR2', 'HR19')","('HR2', 'HR13')","('HR2', 'HR29')","('HR2', 'HR24')","('HR2', 'HR21')","('HR2', 'HR12')","('HR2', 'HR15')","('HR2', 'HR7')","('HR2', 'HR26')","('HR2', 'HR28')","('HR2', 'HR20')","('HR2', 'HR18')","('HR2', 'HR2')","('HR2', 'HR1')","('HR2', 'HR10')","('HR2', 'HR0')","('HR2', 'HR6')","('HR2', 'HR14')","('HR2', 'HR5')","('HR2', 'HR16')","('HR2', 'HR17')","('HR2', 'HR25')","('HR2', 'HR27')","('HR1', 'HR9')","('HR1', 'HR22')","('HR1', 'HR4')","('HR1', 'HR8')","('HR1', 'HR11')","('HR1', 'HR3')","('HR1', 'HR19')","('HR1', 'HR13')","('HR1', 'HR29')","('HR1', 'HR24')","('HR1', 'HR21')","('HR1', 'HR12')","('HR1', 'HR15')","('HR1', 'HR7')","('HR1', 'HR26')","('HR1', 'HR28')","('HR1', 'HR20')","('HR1', 'HR18')","('HR1', 'HR2')","('HR1', 'HR1')","('HR1', 'HR10')","('HR1', 'HR0')","('HR1', 'HR6')","('HR1', 'HR14')","('HR1', 'HR5')","('HR1', 'HR16')","('HR1', 'HR17')","('HR1', 'HR25')","('HR1', 'HR27')","('HR10', 'HR9')","('HR10', 'HR22')","('HR10', 'HR4')","('HR10', 'HR8')","('HR10', 'HR11')","('HR10', 'HR3')","('HR10', 'HR19')","('HR10', 'HR13')","('HR10', 'HR29')","('HR10', 'HR24')","('HR10', 'HR21')","('HR10', 'HR12')","('HR10', 'HR15')","('HR10', 'HR7')","('HR10', 'HR26')","('HR10', 'HR28')","('HR10', 'HR20')","('HR10', 'HR18')","('HR10', 'HR2')","('HR10', 'HR1')","('HR10', 'HR10')","('HR10', 'HR0')","('HR10', 'HR6')","('HR10', 'HR14')","('HR10', 'HR5')","('HR10', 'HR16')","('HR10', 'HR17')","('HR10', 'HR25')","('HR10', 'HR27')","('HR0', 'HR9')","('HR0', 'HR22')","('HR0', 'HR4')","('HR0', 'HR8')","('HR0', 'HR11')","('HR0', 'HR3')","('HR0', 'HR19')","('HR0', 'HR13')","('HR0', 'HR29')","('HR0', 'HR24')","('HR0', 'HR21')","('HR0', 'HR12')","('HR0', 'HR15')","('HR0', 'HR7')","('HR0', 'HR26')","('HR0', 'HR28')","('HR0', 'HR20')","('HR0', 'HR18')","('HR0', 'HR2')","('HR0', 'HR1')","('HR0', 'HR10')","('HR0', 'HR0')","('HR0', 'HR6')","('HR0', 'HR14')","('HR0', 'HR5')","('HR0', 'HR16')","('HR0', 'HR17')","('HR0', 'HR25')","('HR0', 'HR27')","('HR6', 'HR9')","('HR6', 'HR22')","('HR6', 'HR4')","('HR6', 'HR8')","('HR6', 'HR11')","('HR6', 'HR3')","('HR6', 'HR19')","('HR6', 'HR13')","('HR6', 'HR29')","('HR6', 'HR24')","('HR6', 'HR21')","('HR6', 'HR12')","('HR6', 'HR15')","('HR6', 'HR7')","('HR6', 'HR26')","('HR6', 'HR28')","('HR6', 'HR20')","('HR6', 'HR18')","('HR6', 'HR2')","('HR6', 'HR1')","('HR6', 'HR10')","('HR6', 'HR0')","('HR6', 'HR6')","('HR6', 'HR14')","('HR6', 'HR5')","('HR6', 'HR16')","('HR6', 'HR17')","('HR6', 'HR25')","('HR6', 'HR27')","('HR14', 'HR9')","('HR14', 'HR22')","('HR14', 'HR4')","('HR14', 'HR8')","('HR14', 'HR11')","('HR14', 'HR3')","('HR14', 'HR19')","('HR14', 'HR13')","('HR14', 'HR29')","('HR14', 'HR24')","('HR14', 'HR21')","('HR14', 'HR12')","('HR14', 'HR15')","('HR14', 'HR7')","('HR14', 'HR26')","('HR14', 'HR28')","('HR14', 'HR20')","('HR14', 'HR18')","('HR14', 'HR2')","('HR14', 'HR1')","('HR14', 'HR10')","('HR14', 'HR0')","('HR14', 'HR6')","('HR14', 'HR14')","('HR14', 'HR5')","('HR14', 'HR16')","('HR14', 'HR17')","('HR14', 'HR25')","('HR14', 'HR27')","('HR5', 'HR9')","('HR5', 'HR22')","('HR5', 'HR4')","('HR5', 'HR8')","('HR5', 'HR11')","('HR5', 'HR3')","('HR5', 'HR19')","('HR5', 'HR13')","('HR5', 'HR29')","('HR5', 'HR24')","('HR5', 'HR21')","('HR5', 'HR12')","('HR5', 'HR15')","('HR5', 'HR7')","('HR5', 'HR26')","('HR5', 'HR28')","('HR5', 'HR20')","('HR5', 'HR18')","('HR5', 'HR2')","('HR5', 'HR1')","('HR5', 'HR10')","('HR5', 'HR0')","('HR5', 'HR6')","('HR5', 'HR14')","('HR5', 'HR5')","('HR5', 'HR16')","('HR5', 'HR17')","('HR5', 'HR25')","('HR5', 'HR27')","('HR16', 'HR9')","('HR16', 'HR22')","('HR16', 'HR4')","('HR16', 'HR8')","('HR16', 'HR11')","('HR16', 'HR3')","('HR16', 'HR19')","('HR16', 'HR13')","('HR16', 'HR29')","('HR16', 'HR24')","('HR16', 'HR21')","('HR16', 'HR12')","('HR16', 'HR15')","('HR16', 'HR7')","('HR16', 'HR26')","('HR16', 'HR28')","('HR16', 'HR20')","('HR16', 'HR18')","('HR16', 'HR2')","('HR16', 'HR1')","('HR16', 'HR10')","('HR16', 'HR0')","('HR16', 'HR6')","('HR16', 'HR14')","('HR16', 'HR5')","('HR16', 'HR16')","('HR16', 'HR17')","('HR16', 'HR25')","('HR16', 'HR27')","('HR17', 'HR9')","('HR17', 'HR22')","('HR17', 'HR4')","('HR17', 'HR8')","('HR17', 'HR11')","('HR17', 'HR3')","('HR17', 'HR19')","('HR17', 'HR13')","('HR17', 'HR29')","('HR17', 'HR24')","('HR17', 'HR21')","('HR17', 'HR12')","('HR17', 'HR15')","('HR17', 'HR7')","('HR17', 'HR26')","('HR17', 'HR28')","('HR17', 'HR20')","('HR17', 'HR18')","('HR17', 'HR2')","('HR17', 'HR1')","('HR17', 'HR10')","('HR17', 'HR0')","('HR17', 'HR6')","('HR17', 'HR14')","('HR17', 'HR5')","('HR17', 'HR16')","('HR17', 'HR17')","('HR17', 'HR25')","('HR17', 'HR27')","('HR25', 'HR9')","('HR25', 'HR22')","('HR25', 'HR4')","('HR25', 'HR8')","('HR25', 'HR11')","('HR25', 'HR3')","('HR25', 'HR19')","('HR25', 'HR13')","('HR25', 'HR29')","('HR25', 'HR24')","('HR25', 'HR21')","('HR25', 'HR12')","('HR25', 'HR15')","('HR25', 'HR7')","('HR25', 'HR26')","('HR25', 'HR28')","('HR25', 'HR20')","('HR25', 'HR18')","('HR25', 'HR2')","('HR25', 'HR1')","('HR25', 'HR10')","('HR25', 'HR0')","('HR25', 'HR6')","('HR25', 'HR14')","('HR25', 'HR5')","('HR25', 'HR16')","('HR25', 'HR17')","('HR25', 'HR25')","('HR25', 'HR27')","('HR27', 'HR9')","('HR27', 'HR22')","('HR27', 'HR4')","('HR27', 'HR8')","('HR27', 'HR11')","('HR27', 'HR3')","('HR27', 'HR19')","('HR27', 'HR13')","('HR27', 'HR29')","('HR27', 'HR24')","('HR27', 'HR21')","('HR27', 'HR12')","('HR27', 'HR15')","('HR27', 'HR7')","('HR27', 'HR26')","('HR27', 'HR28')","('HR27', 'HR20')","('HR27', 'HR18')","('HR27', 'HR2')","('HR27', 'HR1')","('HR27', 'HR10')","('HR27', 'HR0')","('HR27', 'HR6')","('HR27', 'HR14')","('HR27', 'HR5')","('HR27', 'HR16')","('HR27', 'HR17')","('HR27', 'HR25')","('HR27', 'HR27')",label
0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Anomalous_0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Anomalous_1
